"","model","testletid","itemid","alphabet","A","B","C","D","item_prompt","response","cleaned_response","correct_response","correct","stringdist","model_short","participant_id","participant_group","exclude","exclude_comment","copy_A","copy_B","copy_C","empty","copy_rule","literal_rule_response","one_rule_rep_response","one_rule_predsuc_response","incorrect_rule_repetition_1_response","incorrect_rule_repetition_2_response","incorrect_rule_successor_1_response","incorrect_rule_successor_2_response","incorrect_rule_predecessor_1_response","incorrect_rule_predecessor_2_response","literal_rule","one_rep_rule","one_predsuc_rule","one_rule","incorrect_rule_repetition_1","incorrect_rule_repetition_2","incorrect_rule_successor_1","incorrect_rule_successor_2","incorrect_rule_predecessor_1","incorrect_rule_predecessor_2","incorrect_rule_rep","incorrect_rule_suc","incorrect_rule_pre","incorrect_rule","other_rule","sum_rules"
"2098","google/gemma-2-27b-it",37,1005,"Latin","g h","f h","n n o o","m m o o","If g h changes to f h, what does n n o o change to ?","f n n o o 
","f n n o o","m m o o",0,3,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"f f o o","","m m n n","n n o o o","n n n n o o o o","n n o p","n n o q","m n o o","l n o o",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2099","google/gemma-2-27b-it",37,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu","If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa theta 
","kappa theta","kappa mu",0,1,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"kappa theta","","","kappa lambda lambda","kappa kappa lambda lambda","kappa mu","kappa nu","iota lambda","theta lambda",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2100","google/gemma-2-27b-it",37,1002,"Greek","delta epsilon","delta delta zeta zeta","kappa lambda","kappa kappa mu mu","If delta epsilon changes to delta delta zeta zeta, what does kappa lambda change to ?","kappa lambda lambda 
","kappa lambda lambda","kappa kappa mu mu",0,3,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"kappa kappa zeta zeta","kappa kappa lambda lambda","kappa mu","kappa lambda lambda","kappa kappa lambda lambda","kappa mu","kappa nu","iota lambda","theta lambda",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"2101","google/gemma-2-27b-it",37,1003,"Greek","epsilon zeta","epsilon theta","iota kappa","iota mu","If epsilon zeta changes to epsilon theta, what does iota kappa change to ?","iota theta 
","iota theta","iota mu",0,1,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"iota theta","","iota lambda","iota kappa kappa","iota iota kappa kappa","iota lambda","iota mu","theta kappa","eta kappa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2102","google/gemma-2-27b-it",37,1004,"Greek","zeta eta","zeta theta theta","lambda mu","lambda nu nu","If zeta eta changes to zeta theta theta, what does lambda mu change to ?","lambda theta theta 
","lambda theta theta","lambda nu nu",0,2,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"lambda theta theta","lambda mu mu","lambda nu","lambda mu mu","lambda lambda mu mu","lambda nu","lambda xi","kappa mu","iota mu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2103","google/gemma-2-27b-it",37,1005,"Greek","zeta eta","epsilon eta","kappa kappa lambda lambda","iota iota lambda lambda","If zeta eta changes to epsilon eta, what does kappa kappa lambda lambda change to ?","epsilon epsilon lambda lambda 
","epsilon epsilon lambda lambda","iota iota lambda lambda",0,2,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"epsilon epsilon lambda lambda","","iota iota kappa kappa","kappa kappa lambda lambda lambda","kappa kappa kappa kappa lambda lambda lambda lambda","kappa kappa lambda mu","kappa kappa lambda nu","iota kappa lambda lambda","theta kappa lambda lambda",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2104","google/gemma-2-27b-it",37,1001,"Symbol","^ #","^ ~","{ =","{ :","If ^ # changes to ^ ~, what does { = change to ?","{ ~ 
","{ ~","{ :",0,1,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"{ ~","","","{ = =","{ { = =","{ :","{ )","$ =","~ =",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2105","google/gemma-2-27b-it",37,1002,"Symbol","! ^","! ! # #","~ $","~ ~ { {","If ! ^ changes to ! ! # #, what does ~ $ change to ?","~ $ $ $","~ $ $ $","~ ~ { {",0,3,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"~ ~ # #","~ ~ $ $","~ {","~ $ $","~ ~ $ $","~ {","~ =","# $","^ $",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2106","google/gemma-2-27b-it",37,1003,"Symbol","@ %","@ ^","# ~","# {","If @ % changes to @ ^, what does # ~ change to ?","# ^ 
","# ^","# {",0,1,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"# ^","","# $","# ~ ~","# # ~ ~","# $","# {","^ ~","! ~",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2107","google/gemma-2-27b-it",37,1004,"Symbol","^ #","^ ~ ~","{ =","{ : :","If ^ # changes to ^ ~ ~, what does { = change to ?","{ ~ ~ 
","{ ~ ~","{ : :",0,2,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"{ ~ ~","{ = =","{ :","{ = =","{ { = =","{ :","{ )","$ =","~ =",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2108","google/gemma-2-27b-it",37,1005,"Symbol","~ $","# $",": : ) )","= = ) )","If ~ $ changes to # $, what does : : ) ) change to ?","# ) ) ) )","# ) ) ) )","= = ) )",0,3,"Gemma-2 27B","Gemma-2 27B_37","Gemma-2 27B",NA,NA,0,0,0,0,0,"# # ) )","","= = : :",": : ) ) )",": : : : ) ) ) )",": : ) *",": : ) @","= : ) )","{ : ) )",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2109","claude-3-5-sonnet-20241022",38,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"b","","","j j","j j","k","l","i","h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2110","claude-3-5-sonnet-20241022",38,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"j d d","","","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2111","claude-3-5-sonnet-20241022",38,1001,"Latin","e f","e g","i j","i k","If e f changes to e g, what does i j change to ?","i k","i k","i k",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"i g","","","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2112","claude-3-5-sonnet-20241022",38,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j j k k","j j k k","j j l l",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"j j f f","j j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2113","claude-3-5-sonnet-20241022",38,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"i h","","i k","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2114","claude-3-5-sonnet-20241022",38,1004,"Latin","e f","e g g","j k","j l l","If e f changes to e g g, what does j k change to ?","j k k","j k k","j l l",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"j g g","j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2115","claude-3-5-sonnet-20241022",38,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l m n n","l m n n","l l n n",0,1,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"b b n n","","l l m m","m m n n n","m m m m n n n n","m m n o","m m n p","l m n n","k m n n",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"2116","claude-3-5-sonnet-20241022",38,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu","If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu","kappa mu","kappa mu",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"kappa theta","","","kappa lambda lambda","kappa kappa lambda lambda","kappa mu","kappa nu","iota lambda","theta lambda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2117","claude-3-5-sonnet-20241022",38,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota kappa kappa","iota iota kappa kappa","iota iota lambda lambda",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"iota iota epsilon epsilon","iota iota kappa kappa","iota lambda","iota kappa kappa","iota iota kappa kappa","iota lambda","iota mu","theta kappa","eta kappa",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2118","claude-3-5-sonnet-20241022",38,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta kappa","eta kappa","eta kappa",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"eta zeta","","eta iota","eta theta theta","eta eta theta theta","eta iota","eta kappa","zeta theta","epsilon theta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2119","claude-3-5-sonnet-20241022",38,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu nu nu","mu nu nu","mu xi xi",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"mu iota iota","mu nu nu","mu xi","mu nu nu","mu mu nu nu","mu xi","mu omicron","lambda nu","kappa nu",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2120","claude-3-5-sonnet-20241022",38,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu mu xi xi","mu mu xi xi","mu mu xi xi",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"alpha alpha xi xi","","mu mu nu nu","nu nu xi xi xi","nu nu nu nu xi xi xi xi","nu nu xi omicron","nu nu xi pi","mu nu xi xi","lambda nu xi xi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2121","claude-3-5-sonnet-20241022",38,1001,"Symbol","^ #","^ ~","{ =","{ :","If ^ # changes to ^ ~, what does { = change to ?","{ $","{ $","{ :",0,1,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"{ ~","","","{ = =","{ { = =","{ :","{ )","$ =","~ =",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2122","claude-3-5-sonnet-20241022",38,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# # ~ ~","# # ~ ~","# # $ $",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"# # ^ ^","# # ~ ~","# $","# ~ ~","# # ~ ~","# $","# {","^ ~","! ~",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2123","claude-3-5-sonnet-20241022",38,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ $","^ $","^ $",1,0,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"^ ~","","^ ~","^ # #","^ ^ # #","^ ~","^ $","! #","% #",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2124","claude-3-5-sonnet-20241022",38,1004,"Symbol","# ~","# $ $","= :","= ) )","If # ~ changes to # $ $, what does = : change to ?","= : :","= : :","= ) )",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"= $ $","= : :","= )","= : :","= = : :","= )","= *","{ :","$ :",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2125","claude-3-5-sonnet-20241022",38,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","@ @ : :","@ @ : :","{ { : :",0,2,"Claude-3.5","Claude-3.5_38","Claude-3.5",NA,NA,0,0,0,0,0,"! ! : :","","{ { = =","= = : : :","= = = = : : : :","= = : )","= = : *","{ = : :","$ = : :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2126","gpt-4o-2024-08-06",38,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"b","","","j j","j j","k","l","i","h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2127","gpt-4o-2024-08-06",38,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"j d d","","","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2128","gpt-4o-2024-08-06",38,1001,"Latin","e f","e g","i j","i k","If e f changes to e g, what does i j change to ?","i k","i k","i k",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"i g","","","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2129","gpt-4o-2024-08-06",38,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j j l l","j j l l","j j l l",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"j j f f","j j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2130","gpt-4o-2024-08-06",38,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"i h","","i k","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2131","gpt-4o-2024-08-06",38,1004,"Latin","e f","e g g","j k","j l l","If e f changes to e g g, what does j k change to ?","j m m","j m m","j l l",0,2,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"j g g","j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2132","gpt-4o-2024-08-06",38,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l m m n","l m m n","l l n n",0,2,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"b b n n","","l l m m","m m n n n","m m m m n n n n","m m n o","m m n p","l m n n","k m n n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2133","gpt-4o-2024-08-06",38,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu","If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu","kappa mu","kappa mu",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"kappa theta","","","kappa lambda lambda","kappa kappa lambda lambda","kappa mu","kappa nu","iota lambda","theta lambda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2134","gpt-4o-2024-08-06",38,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota iota lambda lambda","iota iota lambda lambda","iota iota lambda lambda",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"iota iota epsilon epsilon","iota iota kappa kappa","iota lambda","iota kappa kappa","iota iota kappa kappa","iota lambda","iota mu","theta kappa","eta kappa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2135","gpt-4o-2024-08-06",38,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota","eta iota","eta kappa",0,1,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"eta zeta","","eta iota","eta theta theta","eta eta theta theta","eta iota","eta kappa","zeta theta","epsilon theta",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2136","gpt-4o-2024-08-06",38,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu xi xi","mu xi xi","mu xi xi",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"mu iota iota","mu nu nu","mu xi","mu nu nu","mu mu nu nu","mu xi","mu omicron","lambda nu","kappa nu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2137","gpt-4o-2024-08-06",38,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu nu xi xi","mu nu xi xi","mu mu xi xi",0,1,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"alpha alpha xi xi","","mu mu nu nu","nu nu xi xi xi","nu nu nu nu xi xi xi xi","nu nu xi omicron","nu nu xi pi","mu nu xi xi","lambda nu xi xi",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"2138","gpt-4o-2024-08-06",38,1001,"Symbol","^ #","^ ~","{ =","{ :","If ^ # changes to ^ ~, what does { = change to ?","{ :","{ :","{ :",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"{ ~","","","{ = =","{ { = =","{ :","{ )","$ =","~ =",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2139","gpt-4o-2024-08-06",38,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# # @ @","# # @ @","# # $ $",0,2,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"# # ^ ^","# # ~ ~","# $","# ~ ~","# # ~ ~","# $","# {","^ ~","! ~",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2140","gpt-4o-2024-08-06",38,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"^ ~","","^ ~","^ # #","^ ^ # #","^ ~","^ $","! #","% #",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"2141","gpt-4o-2024-08-06",38,1004,"Symbol","# ~","# $ $","= :","= ) )","If # ~ changes to # $ $, what does = : change to ?","= ) )","= ) )","= ) )",1,0,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"= $ $","= : :","= )","= : :","= = : :","= )","= *","{ :","$ :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2142","gpt-4o-2024-08-06",38,1005,"Symbol","^ #","! #","= = : :","{ { : :","If ^ # changes to ! #, what does = = : : change to ?","! = : :","! = : :","{ { : :",0,2,"GPT-4o","GPT-4o_38","GPT-4o",NA,NA,0,0,0,0,0,"! ! : :","","{ { = =","= = : : :","= = = = : : : :","= = : )","= = : *","{ = : :","$ = : :",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2143","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,101,"Latin","a","b","j","k","If a changes to b, what does j change to ?","k","k","k",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"b","","","j j","j j","k","l","i","h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2144","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,102,"Latin","c d","c d d","j k","j k k","If c d changes to c d d, what does j k change to ?","j k k","j k k","j k k",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"j d d","","","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2145","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1001,"Latin","e f","e g","i j","i k","If e f changes to e g, what does i j change to ?","i k","i k","i k",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"i g","","","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2146","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1002,"Latin","d e","d d f f","j k","j j l l","If d e changes to d d f f, what does j k change to ?","j k j j l l","j k j j l l","j j l l",0,2,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"j j f f","j j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2147","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1003,"Latin","e f","e h","i j","i l","If e f changes to e h, what does i j change to ?","i l","i l","i l",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"i h","","i k","i j j","i i j j","i k","i l","h j","g j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2148","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1004,"Latin","e f","e g g","j k","j l l","If e f changes to e g g, what does j k change to ?","j l l","j l l","j l l",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"j g g","j k k","j l","j k k","j j k k","j l","j m","i k","h k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2149","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1005,"Latin","c d","b d","m m n n","l l n n","If c d changes to b d, what does m m n n change to ?","l l n n","l l n n","l l n n",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"b b n n","","l l m m","m m n n n","m m m m n n n n","m m n o","m m n p","l m n n","k m n n",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2150","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1001,"Greek","zeta eta","zeta theta","kappa lambda","kappa mu","If zeta eta changes to zeta theta, what does kappa lambda change to ?","kappa mu","kappa mu","kappa mu",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"kappa theta","","","kappa lambda lambda","kappa kappa lambda lambda","kappa mu","kappa nu","iota lambda","theta lambda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2151","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1002,"Greek","gamma delta","gamma gamma epsilon epsilon","iota kappa","iota iota lambda lambda","If gamma delta changes to gamma gamma epsilon epsilon, what does iota kappa change to ?","iota kappa iota iota lambda lambda","iota kappa iota iota lambda lambda","iota iota lambda lambda",0,2,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"iota iota epsilon epsilon","iota iota kappa kappa","iota lambda","iota kappa kappa","iota iota kappa kappa","iota lambda","iota mu","theta kappa","eta kappa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2152","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1003,"Greek","gamma delta","gamma zeta","eta theta","eta kappa","If gamma delta changes to gamma zeta, what does eta theta change to ?","eta iota","eta iota","eta kappa",0,1,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"eta zeta","","eta iota","eta theta theta","eta eta theta theta","eta iota","eta kappa","zeta theta","epsilon theta",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2153","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1004,"Greek","eta theta","eta iota iota","mu nu","mu xi xi","If eta theta changes to eta iota iota, what does mu nu change to ?","mu xi xi","mu xi xi","mu xi xi",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"mu iota iota","mu nu nu","mu xi","mu nu nu","mu mu nu nu","mu xi","mu omicron","lambda nu","kappa nu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2154","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1005,"Greek","beta gamma","alpha gamma","nu nu xi xi","mu mu xi xi","If beta gamma changes to alpha gamma, what does nu nu xi xi change to ?","mu mu xi xi","mu mu xi xi","mu mu xi xi",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"alpha alpha xi xi","","mu mu nu nu","nu nu xi xi xi","nu nu nu nu xi xi xi xi","nu nu xi omicron","nu nu xi pi","mu nu xi xi","lambda nu xi xi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2155","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1001,"Symbol","^ #","^ ~","{ =","{ :","If ^ # changes to ^ ~, what does { = change to ?","{ :","{ :","{ :",1,0,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"{ ~","","","{ = =","{ { = =","{ :","{ )","$ =","~ =",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2156","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1002,"Symbol","% !","% % ^ ^","# ~","# # $ $","If % ! changes to % % ^ ^, what does # ~ change to ?","# ~ # # ^ ^","# ~ # # ^ ^","# # $ $",0,4,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"# # ^ ^","# # ~ ~","# $","# ~ ~","# # ~ ~","# $","# {","^ ~","! ~",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"2157","meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo",38,1003,"Symbol","! ^","! ~","^ #","^ $","If ! ^ changes to ! ~, what does ^ # change to ?","^ ~","^ ~","^ $",0,1,"Llama-3.1 405B","Llama-3.1 405B_38","Llama-3.1 405B",NA,NA,0,0,0,0,0,"^ ~","","^ ~","^ # #","^ ^ # #","^ ~","^ $","! #","% #",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
